location_identifier,bounding_polygon,median_all_12m_price_per_m2,count_all_12m,median_6m_ago_price_per_m2,count_6m_ago,median_last_30d_price_per_m2,count_last_30d
10961,0106000020E6100000010000000103000000010000001300000020B8CA1308CF2A400E0176244D3E4A407C760A03E0CD2A40EEC1B524513E4A4098384DFAD6C62A4098E0D407923E4A4033C170AE61C62A4050F5D0E39C3E4A40A0C959338DC52A40063DE5E2B93E4A40EA89F89859C52A4041CEA046C63E4A40A818E76F42C52A40E603029D493F4A40AEAA4D524FC52A40FD3A26416E3F4A405E9D6340F6C62A405163E712B33F4A404C44AE8A26CA2A404D874ECFBB3F4A40C153C8957ACA2A40A0FB7266BB3F4A40C8C969F40FCB2A403D4272D7B73F4A4045323F92EDCF2A4095698F728B3F4A40F6381D1208D12A40E8305F5E803F4A400DED52D966D12A400B58175C183F4A40C9C3E7F3F6D02A40884B8E3BA53E4A40664925E1E7D02A40AC7A5457993E4A40BECDD1996AD02A40B1F9B836543E4A4020B8CA1308CF2A400E0176244D3E4A40,20,"1648",22,243,20,205
10963,0106000020E6100000010000000103000000010000000F00000037C714072BC12A401A9C2DC5FA3E4A402C4487C091C02A40A8AC01A5FC3E4A40D6AE642200BF2A4063ADEB61793F4A408D4061F5ECBE2A40F23C5D82F83F4A40C5122054F3BE2A408F30B19EFF3F4A4049C3842C66BF2A40EBB58FCB6E404A408DE43CADECC02A40E9B23D1F0A414A404619BB8E82C52A40A9A9C024F0404A40B9669714C4C52A40B178A004EC404A400C5C7924B9C72A40592AB9D452404A405488EC2873C82A40D8987C5814404A40D25625917DC82A4092D5085806404A4061D9716836C82A40D505BCCCB03F4A40C063D3A5DAC62A4012595AFC5C3F4A4037C714072BC12A401A9C2DC5FA3E4A40,20,859,20,129,20,104
10965,0106000020E6100000010000000103000000010000001200000008FB1B599ECC2A40580C0D7A253D4A40340411F3F6C92A402C674A46293D4A409EC25B316DBD2A40BBB31B22133E4A407B71981E03BC2A40F03FE88F1F3F4A403DF19C2D20BC2A409AA8EF46303F4A40975D8B7159BC2A408ADC1D63383F4A4060915F3FC4BE2A401A23C8F77B3F4A405340DAFF00BF2A40C08F0F1F7D3F4A403AA6385849C52A4059479FA05E3F4A40D5A5907582D32A40228D0A9C6C3E4A408242983677D72A40ABB6F6990E3E4A40E88C83A680D72A4014C08355AB3D4A403A96D28E76D72A4066AF2DF2A13D4A40C91528733DD72A401DC5DE30763D4A4091E9753007D62A409809D000283D4A40A386808D35D52A4081B3942C273D4A408E2C4FD65ED22A401603DA0C263D4A4008FB1B599ECC2A40580C0D7A253D4A40,17,"1235",18,167,17,146
10967,0106000020E610000001000000010300000001000000130000000CF67013FFD52A40F69672BED83D4A4004ECFE0CCAD32A4016B4DA0DEC3D4A4084280417D0D02A40038E4EA7863E4A407D8681F80AD02A40BBCBEAC2B43E4A40360AA41F68D02A404C288E4D3C3F4A40F6381D1208D12A40E8305F5E803F4A40A53B3E100FD72A403C91161D7F3F4A40B274F4AE30D72A40E9C605B17D3F4A40CC400A4389D72A40239CBB02763F4A40B1F1AA18F8D72A40D548A69E603F4A402B8881AE7DD92A409925A6B0F73E4A403465A71FD4D92A4004D89134C93E4A40EB7827FAD7D92A40716CE289C53E4A40E607AEF204DA2A4083D3CCA4973E4A40FA2B64AE0CDA2A40172E066A8C3E4A4053A236BBFFD92A40B8978FFF5D3E4A40B53DD57CF0D92A40B56A7CCB413E4A40EF88AF1B5BD82A40C9B5FC1B0F3E4A400CF67013FFD52A40F69672BED83D4A40,20,"1515",18,190,20,211
10969,0106000020E6100000010000000103000000010000000B00000080C7010528D32A40CB259F68683F4A4061D9716836C82A40D505BCCCB03F4A40AC94F9A298C72A40457F68E6C93F4A4027D7B90E7AC72A4010B79E7CD53F4A40785B8EFC66C72A404122122ADD3F4A40FBF48E09E7C52A400EDEB29EB5404A404619BB8E82C52A40A9A9C024F0404A400BDE46B9EACC2A409297906A33414A404B3CA06CCAD12A408DB62A89EC404A40656B22D85DD52A40FDFE284586404A4080C7010528D32A40CB259F68683F4A40,19,"1640",17.5,230,18,179
10997,0106000020E6100000010000000103000000010000000D000000C2CD9838A8E32A403EDEF5E3403F4A40BFCEF2E1FED82A405F78CA0F01404A40CA2CE7F7A2D62A40544A19822D404A40178ED60748D62A40FF147DF43C404A40C9BA6E00ECD62A407A200D0286404A4079D8FAD813D72A40260B4E3393404A4090B1248ADADB2A40FF7B4B9418414A400029A03F23E72A4083E38D27DD3F4A4092448A5CCBE72A40BE4BA94BC63F4A404D65F61ED3E72A40551D28A6C13F4A40DDC77663E6E72A40987F3EDBB43F4A40652D4F3118E52A40F1941F02583F4A40C2CD9838A8E32A403EDEF5E3403F4A40,17,"1782",17,270,20,232
10999,0106000020E6100000010000000103000000010000000E000000E9B7AF03E7E02A40CC272B86AB3E4A4080C7010528D32A40CB259F68683F4A40014576EFF2D22A40FFC5D8AE753F4A4095D8B5BDDDD22A4056270C6F7B3F4A408EA0E7058ED22A40AADB3411913F4A4098E5A1A5E1D22A40E22A0593D13F4A40E85BD54801D42A403F3CA64984404A40475A2A6F47D42A409E4A61399D404A40F19D98F562D42A404FE960FD9F404A40CEE33098BFD62A403CE0151CB9404A4052312999F7D72A40A08D5C37A5404A40C2CD9838A8E32A403EDEF5E3403F4A402AD31EE516E12A40429A0C22AD3E4A40E9B7AF03E7E02A40CC272B86AB3E4A40,21,"1979",18,300,21,213
12043,0106000020E610000001000000010300000001000000130000004C659B6560E22A40EAAF5758703C4A40063DE5E2B9E02A40B6589B10843C4A4038EC08F192D92A408F7C1464BA3D4A40D74B530438D92A405C3E92921E3E4A406C48371D5CD92A4043BA8E27383E4A40287E8CB96BD92A402BF702B3423E4A40456FA76384DA2A40614491A45A3E4A40CA202D848BDB2A40D8DE0264433E4A4051E0F835EDDD2A40B21D424B0D3E4A40D1706F230ADE2A401F0EB7E8093E4A40CC36813342E12A401191F52FA43D4A40E1719BBA3CE32A40F60CE198653D4A4019C00067CEE32A40D55F0A6A533D4A40E18CABDBEAE32A40CBA953D44F3D4A4027A25F5B3FE52A40C58CF0F6203D4A40F69DBA4D13E52A40B8F41E1D0D3D4A403E038F1436E42A4019F90670C43C4A40036B8B21EFE32A405C4DE83FB53C4A404C659B6560E22A40EAAF5758703C4A40,19,"1409",16,231,18,179
12045,0106000020E6100000010000000103000000010000000E000000B876A22424E22A40D7941A90733D4A40BBE4C97F92DC2A40CC35BBA4203E4A40F060D56A59DC2A40D3ABB7BC283E4A405969F75047DC2A40ABF303B2323E4A40CB78A576D0DE2A408E57C5C0DF3E4A40ED03DA67DFDE2A4009AFB893E33E4A4086C1A15CBFE52A40CFC53AB0773E4A40FD07A23891E62A40F6AD7BD0583E4A402C4597DCCDE42A40FEEF880AD53D4A406BEB4C463AE42A406280E959B53D4A407ED4152296E32A40EF33D362953D4A4051908E6104E32A404D24E2F7803D4A4076F1C86999E22A40F1C3F7B4793D4A40B876A22424E22A40D7941A90733D4A40,15,"1325",14,203,20,155
12047,0106000020E6100000010000000103000000010000000F0000007AFCDEA63FDB2A40C048C3842C3E4A403034322317DB2A408ABF37972C3E4A40EDB8E177D3D92A40B6ECB5453E3E4A4023D8B8FE5DD72A40AF21DD74703F4A40CC400A4389D72A40239CBB02763F4A401A8A3BDEE4D72A4061C614AC713F4A40D7C79E9850D82A40E77A91BF6A3F4A40ED03DA67DFDE2A4009AFB893E33E4A40BF380202E7DE2A40F2272A1BD63E4A405281936DE0DE2A4081971936CA3E4A407F9AFFFC63DE2A4019E7CAFB933E4A40429369D9FFDD2A402DDCA8047A3E4A4013E92395CEDC2A40BD6DA6423C3E4A405969F75047DC2A40ABF303B2323E4A407AFCDEA63FDB2A40C048C3842C3E4A40,16,"1289",14,181,18,182
12049,0106000020E6100000010000000103000000010000000A0000001C97715303D52A4011267B3A0D3C4A407461A417B5D32A407D73243C463D4A40D6BB896BC6D32A40FA27B858513D4A40DCC9969B5ED82A40B5CCD886403E4A40BD416AC999D82A40D68ADB0D473E4A40CF02A3810ED92A40634A7F8A3E3E4A406C48371D5CD92A4043BA8E27383E4A40B0C0A10106DF2A4053646314BA3C4A400A922D814ADF2A40B686AD34843C4A401C97715303D52A4011267B3A0D3C4A40,17,"1845",17,312,20,289
12051,0106000020E6100000010000000103000000010000000F0000003CCBE2B496D82A402FE301C00C3B4A4094EAF1310ED82A40A9482AF8123B4A4025AE635C71D52A406257491A923B4A401C97715303D52A4011267B3A0D3C4A40652D4F3118D52A4048BEB78E163C4A401498A9A4A9D52A40ED4A2602303C4A40888ED3C6C7D52A40802667CD343C4A4087FFCFBC77D72A40CE5FD7E54A3C4A40E736E15E99DB2A408FF348CD683C4A40843419445AE12A4049A69E605A3C4A40A9A27895B5E12A403FF0E7CA563C4A4019A99C9BDBE12A40173B2BB3523C4A40F5D901D715E32A40A73517C9683B4A40047058BF3EE32A40E2AE5E45463B4A403CCBE2B496D82A402FE301C00C3B4A40,17,"2359",17.5,406,19,272
12053,0106000020E6100000010000000103000000010000002100000084CF7B084FDD2A40D6DA45E22F3C4A400059E3C7F3DC2A4039AEEBBC323C4A40A1F1E95674DC2A40DD088B8A383C4A409E488B8E3FDC2A409907550F3D3C4A40DD71D41BFFDB2A4066C1C41F453C4A40F0F219F5B5DB2A407E18C682673C4A4011A4F732F6DA2A4072BAD16CC33C4A40C436F3F5C6DA2A40835957BBDC3C4A40351A0AE93ADA2A4075E04158323D4A40220038F6ECD92A40DDDE7F75663D4A4094C38256BBD92A4042E1FD028B3D4A40A2C56350B7D92A40AB85483C8F3D4A407B0D66B8A6D92A4066A4390DAC3D4A40580FA9B3A4D92A40A5958CADB13D4A40C56FAF71A2DA2A4053BF1C870B3E4A404CFA2070C9DA2A408D4127840E3E4A40154A703491DB2A40813FFCFCF73D4A409FA39FBA03DE2A40CB7D175BAD3D4A4049E647B2FDDE2A40B25F1C01813D4A40F066B224E5DF2A40A7CD380D513D4A40A2FABD03F2DF2A40CD87B1964C3D4A409826B6CC33E02A40149E865E353D4A40440C851964E02A407140A610233D4A408B68E0EC7BE12A4013279C82A13C4A4006D09442C5E12A40756094FB783C4A407EC4AF58C3E12A401ED14E17733C4A408687D5C4A7E12A40106AD0E16B3C4A40ECC9B21655E12A4013EF004F5A3C4A407489D98129E12A4006329644513C4A40CF75D0DB8EDF2A4020C54A16413C4A400E9A023EE4DE2A40FFA4EBD33B3C4A40486469F173DD2A40A06527CD303C4A4084CF7B084FDD2A40D6DA45E22F3C4A40,15,"1166",14.5,182,16,148
12055,0106000020E610000001000000010300000001000000140000006659E6632DE82A401B75BEE9A73B4A40317DAF2138E22A40962CDD13DA3B4A40261F16C506E22A40B568A620E43B4A4092CF8657EDE12A40E5E14E33EE3B4A408795C09C8FE12A40C3EAD9BD263C4A40CB2F833122E12A40D9A9036A7B3C4A40F94212071AE12A40B730C15F823C4A407B91BF6A1BE12A4036D71F178B3C4A4015472FB484E22A40BA3885F0C33C4A4027A25F5B3FE52A40C58CF0F6203D4A40527644CF77E52A40E555E7621D3D4A402CEF4F4E59E62A405EA0A4C0023D4A40835F347568E62A40C485F2F4003D4A40F7F01B15EEE72A40DD11A9C4D03C4A4034BE2F2E55E92A4014A39D899F3C4A40557545DF93E92A408C94771F913C4A4028A490BF0FEA2A40DC0253173A3C4A406F8912E3EBE92A406687F8872D3C4A407A5C0AFE6DE92A40A973FB9B063C4A406659E6632DE82A401B75BEE9A73B4A40,20,"1653",15,245,20,190
12057,0106000020E6100000010000000103000000010000000F000000C41330702FF32A40720D7DC1B83A4A403A799109F8E92A40A180ED60C43A4A40B1C398F4F7E22A40D83274475A3B4A408D1A5DEF48E22A40823AE5D18D3B4A40614E756D14E22A40669E019AAD3B4A401956F146E6E12A40FC5069C4CC3B4A40912C6002B7EA2A40FA6B68B9223E4A40993B44EDC8EA2A4052D90B60253E4A40D2263DC21FEC2A406B0025F4E93D4A402CBC26FFEEF02A4018D57D5B0B3D4A40ADF5EA88E8F42A40B8AF03E78C3B4A4014C550F3FAF42A4092C437B9843B4A40BCFEC98404F52A407A67FEE2633B4A40FF82932353F42A40778D4C76223B4A40C41330702FF32A40720D7DC1B83A4A40,13,506,14,63,14.5,66
12059,0106000020E6100000020000000103000000010000008600000098C4B4CAA7E22A40DA50D6146D3D4A4040999020A6E22A40751E15FF773D4A4076F1C86999E22A40F1C3F7B4793D4A4085178E31C1E22A4029626C7C813D4A4051908E6104E32A404D24E2F7803D4A402E4E21FC30E32A401391ABA2893D4A40E17F869224E32A401B3BF251903D4A400C6D4AC33AE32A40F55267A4943D4A407ED4152296E32A40EF33D362953D4A40CB15399F95E32A409E1C4F159D3D4A40D2F654F3C1E32A4087FD9E58A73D4A4034D0C65BF8E32A405617A6A5A83D4A406BEB4C463AE42A406280E959B53D4A402E347CB031E42A40BD0EE6C0BC3D4A40FD21ECCA1DE42A40157C8967BF3D4A406F5DD66949E42A40DB8C2ECAC73D4A4058303BD56BE42A40251D8AA7C33D4A402C4597DCCDE42A40FEEF880AD53D4A40C95A43A9BDE42A402772778CE13D4A401D88765FDFE42A401850B9D3E73D4A405DA38A879CE32A407A408F07113E4A40183B866CC5E32A40F900930A193E4A4055302AA913E42A40C88A2B781B3E4A409D19B3DB1DE42A40993AD9171A3E4A40C201881634E42A4044A09F4E1E3E4A40973C9E961FE42A400D2549C6203E4A408917FA168CE42A40338F577B333E4A401AF8F65388E42A4034B275BA3D3E4A40306E5974A1E42A409D28AECF413E4A4047109D54EAE42A408BEBCEC9413E4A403EA0223DFBE42A40F51F88E2443E4A403DBE182543E52A40ED670CCE3B3E4A409759DF1B9EE52A402AA913D0443E4A400C3444BA44E62A403DF5A33C4E3E4A4096671481A0E62A403D26F7E05A3E4A408293C89981E92A40DE7D4402FC3D4A40333509DE90EA2A40946181542F3E4A40993B44EDC8EA2A4052D90B60253E4A40912C6002B7EA2A40FA6B68B9223E4A40B51A12F758EA2A401A694E03AB3D4A40D1BB671316EB2A408082E6CEA73D4A40955A39C5F4EA2A4073B0485D7C3D4A40A5E48BACEBEA2A401764CBF2753D4A40CDD545C0D7EA2A408CE1A0736D3D4A40B857E6ADBAEA2A40A86F99D3653D4A400B2B700DC7EA2A405B069CA5643D4A406C9B3D2BC4EA2A4026B15A4F633D4A403E4EE2BDB4EA2A40818CCA97613D4A408AF8985995EA2A401F69705B5B3D4A409D52149E86EA2A407A50508A563D4A40811F7AF76CEA2A401DC1D721483D4A407DBFE2BA73EA2A403B9803F3463D4A404E6F905A72EA2A4054B2F73D453D4A40ED6E545D76EA2A40A7F809B1443D4A40012E6DDD72EA2A404F290A4F433D4A403674B33F50EA2A40EFD819F0433D4A40E7F5CC3747EA2A40E45B6963363D4A4070C50FDFD3EA2A4023410290243D4A407A9FF4CF1DEA2A403F2CE5C63E3C4A4028A490BF0FEA2A40DC0253173A3C4A40D3D9C9E028E92A40DAB16C414A3C4A40D53C47E4BBE82A40FBBD5EAB4E3C4A403D08A63FA0E82A405CBBA3B5583C4A405881107F03E92A40F4B8B942693C4A409447DC0830E92A40D1C37531723C4A4060257A747EE92A401B608B82853C4A40557545DF93E92A408C94771F913C4A404AA01C6041E92A400C2DA171973C4A4034BE2F2E55E92A4014A39D899F3C4A40AE7E6C921FE92A40CAFED4D3A23C4A40D65D34BFF5E82A40B7AC0CF49A3C4A40D6E99B8FC6E82A409062258BA03C4A40204DABD7E3E82A40C31B881BA63C4A4049168B3ACEE82A4033F90BE2A83C4A409EB64604E3E82A40BFE90203AD3C4A407E3BE4C171E82A4011CBC1C7BB3C4A406AE8555348E82A40BC41B456B43C4A4024377980DDE72A4085CFD6C1C13C4A40C0CBB161F2E72A40FA7DFFE6C53C4A404F441A70F1E72A4092A0AEA4CB3C4A40F7F01B15EEE72A40DD11A9C4D03C4A402FDCB930D2E72A40409D972FD43C4A40722FD571A1E72A40BE06335CD33C4A407FE5F7EC6FE72A4046FEAA6DD43C4A40EEE30DD539E72A405DA79196CA3C4A40D0B359F5B9E62A40184FF344C63C4A40637A67599CE62A40695EC42DD53C4A402F70D4658CE62A40BDEC8D10D43C4A404D68925852E62A40C8D9CFBDE23C4A40C564BB8CACE62A408E603EB4EA3C4A40509374289EE62A40B0164449ED3C4A40243031F1A2E62A40F794F7CCED3C4A40686D646886E62A400D558C4EF13C4A4066BD18CA89E62A40434EA95CF23C4A40B665C0594AE62A40872A46A7F83C4A40835F347568E62A40C485F2F4003D4A402CEF4F4E59E62A405EA0A4C0023D4A40130D52F014E62A40A878B70DFE3C4A408C65FA25E2E52A40B60D4867053D4A40DE318683CEE52A4094E7B0B1013D4A4069D3C732B3E52A4092376513053D4A408751103CBEE52A40A9FD3108073D4A407D75FAE6A3E52A4066BA7C900A3D4A40121038B7AEE52A4047F7BD970C3D4A40FF36305E98E52A40B1CF52680F3D4A40E758390F82E52A40A47DBD0C103D4A40EBD5B61787E52A40074B2B74143D4A40527644CF77E52A40E555E7621D3D4A4027A25F5B3FE52A40C58CF0F6203D4A409F10F05AF8E42A40BC69E9C0283D4A407356FABFD9E42A40A7255646233D4A4058D3ABB7BCE42A406F1A91DE263D4A4027518AB1A7E42A406536C824233D4A40224B8B9F6BE42A40A982F68F2A3D4A403AC4E4B276E42A40E951A7F22C3D4A409E9A26C7F8E32A40E14389963C3D4A40853BBC8C07E42A40AA2457563F3D4A40922BAB9FEDE32A4001028C1D433D4A407D748F11F5E32A404EC7AD93443D4A40E18CABDBEAE32A40CBA953D44F3D4A4019C00067CEE32A40D55F0A6A533D4A4072CA373696E32A4071E25064523D4A400B5174136BE32A4092A34ADE4A3D4A405177AFA426E32A402E77C13B543D4A40578B998E4AE32A40E37ED12F5B3D4A405EB0654348E32A401A8DD717643D4A40E1719BBA3CE32A40F60CE198653D4A40D7DD3CD521E32A4099E83DDF603D4A40C4D55CC9E9E22A40FA1F05F4673D4A4001B8FE02E6E22A40DD68B6E1663D4A404D1AFE2EC7E22A403B4BDA9E6A3D4A40BE4AE3BCA4E22A409738F240643D4A402516421889E22A40D7EDFD57673D4A4098C4B4CAA7E22A40DA50D6146D3D4A400103000000010000001B0000002AD31EE516E12A40429A0C22AD3E4A40D644550218E12A40E5A6BC0CB53E4A40F99859958EE32A40E417B902653E4A40160CF846BEE42A40E3E13D07963E4A406D286B8AB6E52A402F02BE36763E4A40F9591B199AE52A40616AF063713E4A40FB134B8050E52A403EFFE2BE7A3E4A404E0E9F7422E52A409B7C6940733E4A407F68E6C935E52A40A3E9EC64703E4A40CBADFF290BE52A40E27BDA3C693E4A4098E02FC104E52A40764F1E166A3E4A402C7E5358A9E42A40DDA7F45D5B3E4A40FC2A0A05B6E42A40F08EE78E593E4A406EB191DA7AE42A40BA86191A4F3E4A40AC883F2F81E42A407D451218463E4A4058303BD56BE42A40EA97E370413E4A4008C72C7B12E42A40F6CFD380413E4A400C9645BCD0E32A40A9E793CB353E4A40B8EA950DC6E32A4002898109373E4A40557EBED29EE32A40A684BB0E303E4A40441C469CA9E32A40EB747BA41C3E4A40CB93B5977EE32A40D2EFB1AA143E4A401A530B804CE22A4083EB9B45393E4A408BDC781CABE12A402B56687B4F3E4A40FBFA6BC372E12A40CD6559E6633E4A401F679AB0FDE02A40E9825550AC3E4A402AD31EE516E12A40429A0C22AD3E4A40,16,"1121",17,177,18,179
12099,0106000020E6100000010000000103000000010000000E0000004937781508D52A4098231A93B4394A40BE068E1546C42A406FA6F8AEF7394A40180B9E9D67C32A408227E3CE3B3B4A4076A73B4F3CC32A40E2BC491D2E3C4A4032303C4041C32A40688BB509413C4A406E9FFAACD7C52A40FA8106F6F33C4A40340411F3F6C92A402C674A46293D4A40A8A8FA95CECF2A405D177E703E3D4A407461A417B5D32A407D73243C463D4A406E403A2B58D92A4000B9B365AF3B4A40F4531C075ED92A40D37A095FA93B4A40E26DEF6481D82A40FE6AC482B13A4A401FAE8B91DBD52A40C29261CBE1394A404937781508D52A4098231A93B4394A40,18,842,16,119,22,102
12101,0106000020E61000000100000001030000000100000011000000EAF8799D1EC52A408DB800344A3C4A4012FB5F09FFBD2A407016E5886B3C4A40793C2D3F70BD2A40089BF001703C4A408698A66329BD2A405F5E807D743C4A40E96BF184B9BC2A405A6842EE7D3C4A408643CAAA63BC2A40B4FE3B47893C4A40EC866D8B32BB2A4083FC6CE4BA3C4A4018224CF674BA2A40C13F0004073D4A409EC25B316DBD2A40BBB31B22133E4A4062269BBC12C62A40709692E5243E4A40D25B97755AC62A40CA71022E233E4A40FD169D2CB5C62A4002F390291F3E4A40E9E85D6166CC2A40072A3E99DA3D4A40D8124DFB41CC2A409D3FB7E1C13D4A40CBA145B6F3C92A40AB4E18DEF63C4A4082C3B068DFC52A40088F368E583C4A40EAF8799D1EC52A408DB800344A3C4A40,15,526,14,66,13,63
12103,0106000020E6100000010000000103000000010000001100000056E185634CC42A409E6230DA3E3A4A4032A605D440C02A40A9C53B1B4D3A4A40007AD0A22DBD2A4073CF5F8D583A4A40C5477A072EB92A40AF809DF6EF3A4A40D07932A42FB92A40D43D5700F83A4A40E954432CACB92A40AD646C8DAD3B4A4084EA8B29FDB92A40A4B6C315063C4A4012FB5F09FFBD2A407016E5886B3C4A40552D8E6F94C12A40CF0AB19F6A3C4A4075B0FECF61C22A40FAEBBA5C693C4A4097676F3A13C42A40373BAD365A3C4A40EAF8799D1EC52A408DB800344A3C4A40E64240193EC52A40A2BB7F87FD3B4A40D0A80A5751C52A40CF08803B9A3B4A403621AD31E8C42A40598D8065003B4A40A55F6C6B55C42A403A64B95B483A4A4056E185634CC42A409E6230DA3E3A4A40,18,961,17,145,17,105
12105,0106000020E6100000010000000103000000010000001500000018607A562DBC2A403A330BFEC8374A401FE2D528DABB2A40AADAC93BE2374A4052769F88EAB62A401AB91391063A4A40A389C10D42B62A40B2EB83D1513A4A4091F870242BB62A40A7ABE05C683A4A40C00303081FB62A405103BCBB843A4A4090BBAD9921B62A40142752F5863A4A40AAA404B3F8B72A40C74CA25EF03A4A40C87A6AF5D5B92A40BC404981053B4A405DA626C11BBA2A40FC57B153073B4A402C19B61C9EBC2A40763E9704033B4A40B1755F84DFBC2A40FF3B4789023B4A40AD23FDACE8BD2A4045D61A4AED3A4A4056E185634CC42A409E6230DA3E3A4A40C1841B3A87C42A406E032D13343A4A406794D343D9C42A40696DBF21F9394A40042C0318E0C42A409005966DF1394A4015B9967FE3C52A406435A7DC8E384A401CC7592261C52A4044D5F90159384A40122E895869C32A40D7E9F64839384A4018607A562DBC2A403A330BFEC8374A40,15,681,13,92,16,83
