location_identifier,bounding_polygon,median_all_12m_price_per_m2,count_all_12m,median_6m_ago_price_per_m2,count_6m_ago,median_last_30d_price_per_m2,count_last_30d
10589,0106000020E61000000100000001030000000100000014000000A02413A6DEA12A4031CD74AF93424A404AA4236F6FA12A40D27C845094424A4072E19B01899D2A4025500EB0A0424A4041F6D5B03A9D2A402A4FC532A2424A40B1F3DB7CC89C2A404656C8A6A6424A405143650D28992A407DEFCA89D1424A407D2E0906C6982A40CEC1D8E7D6424A401C1BCB0578982A40B1FF95F0DF424A4084A169E44E982A40525CFA3CEB424A4048066FFE15982A402282BBFD03434A40B8F0170EDF952A40ABD09BE50D444A40E12AAAD95E962A4029EACC3D24444A406B80D250A3982A407169465046444A40E28222CCA3992A40595E036C51444A407220DA7D7D9F2A404F255EF987444A4062331BBF4BA02A400DAC3EB214444A405D19541B9CA02A4010786000E1434A40F373435376A22A409A8EA5B4A3424A401762F54718A22A400700D8CA95424A40A02413A6DEA12A4031CD74AF93424A40,18,871,20,142,18,107
10623,0106000020E61000000200000001030000000100000010000000BB82C87D06A32A40D8B969334E404A4025A1E35938A32A402C007CA64D404A408EBBF7263CA32A406314BA0155404A405150E50F61A32A40F2727DC454404A40BD1E4C8A8FA32A400C9C22765C404A40412553AAE9A32A405AF7EA3E5B404A407FDF1A33E4A32A40D03241C351404A408206F6F301A42A4036B6323C51404A408F30B19EFFA32A4038C8DA954C404A40D24D0757E5A32A40851D6BEB4C404A401030A990E1A32A40D5287F5248404A40DEC66647AAA32A407517CD6F3D404A4073B0485D7CA32A400B81B79B3B404A40DF14FB7035A32A40415B73EC45404A402318625001A32A403B6AF1CE46404A40BB82C87D06A32A40D8B969334E404A40010300000001000000D500000072834655B8A22A4038691A14CD404A406237C71407A32A40066344A2D0404A40FBC10A010AA32A40924D0350D6404A40CAD067F62FA32A4045CA60D6D5404A401AB7E22C36A32A40405E59B3DF404A409D7C1FB358A32A40A0DC5B36DF404A40DD4BD0155BA32A40570A815CE2404A4073B0485D7CA32A4075C707E2E1404A40B25F1C0181A32A40CBCC165AE7404A40EE30DC6FA3A32A40D77AD0FDE6404A4028FB9DDCA5A32A4029B5728AE9404A4057410C74EDA32A401F926B54F1404A4095A938C42EA42A4014460E6CF0404A40EA9F96D52AA42A40D0F9DF00E9404A4053F4763A46A42A40A1191FC1E8404A405D0652184AA42A4037D43950F1404A40FD71B15879A42A40E41D96BCF0404A404DE19C6C5EA42A409E245D33F9404A406796A9EE36A42A40A4575E4DF9404A407E62AE5637A42A406EE23F38FA404A40832ADAC12DA42A40988FFF5DFA404A40E964A9F57EA32A40A66F88A70D414A40F7668AEF7AA32A40FB404D8814414A40CC75BFAF36A32A401926AEBE15414A40124A5F0839A32A4022A81ABD1A414A404CE141B3EBA22A4089F83DA022414A4014BCD7FFEFA22A409E3CD11A28414A40E96E8DBE38A32A400004070F2E414A40DE3CD52137A32A401FB699AF37414A40DC27EC472FA32A40A56D57433D414A400D912E9166A32A4097C79A9141414A40CF54E30055A32A40F3D198FF46414A4065E42CEC69A32A4008CE740A4D414A40A164726A67A42A40D6ADF94C51414A40B515A0127CA42A407E8A880739414A40D6146D33BAA42A4025E99AC937414A40DA91EA3BBFA42A40B5B2333B41414A40F82C1911D6A42A40F1129CFA40414A40F4311F10E8A42A40BDC458A65F414A403D2D9A2908A52A4005018D2D5F414A40E8EE84A80CA52A40000B4F9E68414A40FA53F4D1F3A42A4030A990E167414A409061BAB5F1A42A4072BB3C4272414A40687000A205A52A400148122972414A403BF1E6BA3AA52A401184752D6B414A40634C55359CA52A4010C935AA78414A404E0CC9C9C4A52A405911DA1775414A40B8BA5285F5A52A40A535615683414A40ABE23213B1A52A402530E76388414A40421BCA9AA2A52A40331B649291414A409AE1500999A52A40033BA35291414A40D6862FB88BA52A402CE22A0593414A40AE45B01644A52A404091DDBBBC414A402E1AD76432A52A404590943EBE414A408422275D44A52A40FD4575DFD6414A40C93F8E4182A52A4062C32EE5D7414A40D08140C28BA52A40132BA391CF414A400F3A32A028A62A4094731882D2414A40962941DA5AA62A40B866E1A1DE414A40DB8F6F4AD4A62A40E8386D7CDC414A409005966DF1A62A4015D0FA4AD6414A40117D2D9E30A72A40F7B64F7DD6414A40A32A5C4535A72A40D8D07245CE414A400208C49041A72A4043644799C3414A40ED4ACB48BDA72A40B98E71C5C5414A40000AE4C8B9A72A404B6AB290CA414A4078D7344AF2A72A408C6DAD8ACB414A401B745314F9A72A40E1911DC0C7414A40A405C31440A82A409422E81EC8414A40956588635DA82A40A1DF5229D1414A4024905C48D1A82A403BDD1E29C7414A400586AC6EF5A82A405C3CBCE7C0414A4075B7A1180FA92A40B8681206AF414A40D3478556CCA92A4081A5040EB2414A40B319F1AEC4A92A40BD3CF8E4BC414A400DD4731C89A92A401E9C99AAC5414A409359187D60AA2A40EFD1D16009424A40CB13083BC5AA2A40C474C69C0C424A409A3E3BE0BAAA2A40425DA45016424A405709168733AB2A407C97F7DD19424A40FFD604076AAB2A401A3AD109FC414A40058A58C4B0AB2A4028D714C8EC414A40798E6DBEB6AB2A4013DB38BDE6414A409934A1A41BAC2A4056A5E320D7414A40BFA0E0BDFEAB2A400434B67CC9414A407DA367C416AC2A40F857EAB4C9414A406560D339F5AB2A40F14009D8B3414A404876001F17AC2A40CDACA580B4414A404DCE9A690CAC2A40D006054AAF414A4098A02BB6EEAB2A40B2A5A20CB0414A40F02CE68CCDAB2A404FA7E1009F414A40D47FD6FCF8AB2A40F11AAA189D414A40BA56314BF1AB2A402F4503C298414A4019B03FE488AC2A404647CDB282414A40CF86FC3383AC2A402D8084BC79414A409946938B31AC2A40E85B300274414A407A8B87F71CAC2A4004D083166D414A405D0C2FD2D5AB2A400206932C71414A40A00C9FBEAFAB2A40FC091D2A7C414A40F1FBEDA133AB2A40DBE275583C414A40CE08258227AB2A40A2AE5A3E37414A40DD729AAA20AB2A404F3A36A737414A4028C7AEFE19AB2A409D9B36E334414A40C955D1C4E0AA2A404F3A36A737414A40287FF78E1AAB2A40E0FE12A749414A40739B15F659AA2A401331804B5B414A40A479B6FDE1A92A400AB54BC054414A403284AD2358AA2A40FC1301F335414A406DC1F7A34DAA2A4081D07AF832414A40725E526B50AA2A40125553ED2E414A4020402BD5AAAA2A40816BDDBC27414A4084921337B8AA2A4007FBC09F2B414A4031D28BDAFDAA2A40E1794E1F26414A4008605EDB36AB2A40B81A7EDC23414A405DCA541C62AB2A40D38ED1F01C414A4095B9F94674AB2A40E3E4D94015414A40B847252B75AB2A407BA2EBC20F414A4038F17AD56FAB2A407D8681F80A414A40E6FFFA8D1BAB2A4092C94EE4EE404A40099D216640AB2A401702CAF0E9404A403620425C39AB2A4093420F6BE0404A40525AC9D81AAB2A40EAFC25F3D9404A40FF417FFC00AB2A4002A150AAD8404A4050EE2D9BEFAA2A405721E527D5404A40DD7D8E8F16AB2A4030B4DF7FD0404A4029F686B13BAB2A40498C54CECD404A40972F794D59AB2A405E7FB7E5C8404A4092D6CEE627AB2A401BF1097EC0404A40A25236F636AB2A406FE12F1CBE404A40AD11667F45AB2A4092F9916CBF404A40373234434FAB2A4028EDB204BE404A408743801D49AB2A40BD6A0A09BD404A405F23EE563BAB2A40CF488446B0404A40B56BE7A0F0AA2A409885764EB3404A402C4E10D0D8AA2A40C5C0DFD4AC404A40164042DEBCAA2A40851F4196AA404A406C19BA23ADAA2A40CDB79965AA404A4051888043A8AA2A40C14E56B19D404A40227CDE4378AA2A403FBE29519B404A404CFFED0D19AA2A40AAF81ADD9C404A4026AC8DB113AA2A407346393D94404A40D8497D59DAA92A40D190F12895404A40C4DD0F2ED3A92A40A1CF91A68B404A40FAC1AF4797A92A407F051F3988404A4009A2934A1DA92A400695021C8C404A4030B72000DDA82A40DAE15410A8404A40CEECA98BCAA82A405D3C725AA6404A402810D143C8A82A40462EEEF5A4404A4002C754B07CA82A40A3D34E289F404A408C5AAB8779A82A400FD8309E9C404A40D61A4AED45A82A40B7989F1B9A404A4086A460D740A82A408CD6F61B92404A407BA180ED60A82A4009CAC8B491404A404FD99F7A5AA82A404E75125B8B404A40AFE4CF5C4CA82A40C0C69A3688404A40BDC9CA8A3CA82A40B4BCBC4A88404A402C8F24F72AA82A40116855F080404A40440367DFCBA72A407649E6A26B404A40EB0D08BEB3A72A40E688C6246D404A40B4571F0F7DA72A4027028BB26D404A400404CEAD6BA72A40CB76CFCB72404A4026265E5441A72A409B06A0AC73404A407DE9EDCF45A72A4069E0EC7B79404A40DA48C8F610A72A405C8E57207A404A40EA42ACFE08A72A40E1A3B4ED6A404A402CB3AD0BE4A62A4052A115736B404A4051F1248EE1A62A40CB3F44B467404A408484285FD0A62A40D292228D65404A402B84D558C2A62A4052989C7F60404A40DC7179628CA62A403451DF8D60404A40C0B56EDE93A62A40356090F469404A4088DFA8705FA62A40004DCE9A69404A40944A1D893CA62A402AEC585B67404A408395F9FD51A62A405EEA31DB5F404A40E5B10BAB1DA62A400092448A5C404A4092CF8657EDA52A407BE3FFE961404A40997DC3E9C9A52A40AB81412D61404A40A6A77E94C7A52A40F7A287EB62404A4099FB3FE2B2A52A40F87AAD3A61404A408EACA179A5A52A40FC17080264404A40A53EDA498EA52A40EBF4CD4763404A4090FA46CF88A52A407E0459AA66404A409EDF41FD78A52A407284B12A67404A40BE6081F975A52A4045E4AA6862404A40D8F8A7AF42A52A40BB421F2C63404A401FF818AC38A52A4040868E1D54404A40B608D68228A52A40BD31A94654404A401418FC47F0A42A406E991DF34B404A40F5300FF4ABA42A404CB5053A49404A40E5BF9BC992A42A40636765564A404A40D8FA7D5AA0A42A4042C9891B5C404A4084CD4AA47EA42A40FA168C005D404A403374475A85A42A40FAEBBA5C69404A40A8B118D066A42A40DC2E34D769404A40991FC9F66BA42A40C11C3D7E6F404A40CDF9731B1EA42A409D6E34DB70404A4064DF5F4E1AA42A40BDB32C4E6B404A4041FA8106F6A32A408D5DA27A6B404A4091C31671F0A32A40A3B899C063404A408802C7AF69A32A40B4A789E365404A40698187B36CA32A4022799DC36B404A4001CF071566A32A4004D083166D404A409C8713984EA32A40DADA0C816D404A40EAC836154EA32A4055A8C9E770404A40E3C0502C5CA32A40F1225D7D86404A40997E2EBF78A32A40B6AE87E585404A40958E28A380A32A405BD6581D94404A409AF0A6B62FA32A4060D50FA095404A40494FECFC36A32A40A1C7DE41A2404A4099C8BBD9D5A22A409A8EA5B4A3404A40B54E01D5E4A22A4018A8D60CBA404A4099B9C0E5B1A22A4061832ADAC1404A4072834655B8A22A4038691A14CD404A40,23,362,22,51,25,47
10625,0106000020E6100000010000000103000000010000000F00000019D69EA39FA22A404D1F7013A4404A4027E37382919E2A40D773886EAC404A406FE4709CCA9C2A40497144AD1F414A4002959636C19C2A40391B3C5D27414A40AA16C737CA9C2A40356DB53D30414A409D1D5F31D99E2A4022382EE3A6414A40E8E390C316A12A400B7FE1F0DD414A40250FFA884EA12A40D230218BD9414A4082A158B8F6A32A40ACCB84BAA3414A4050841E7B07A52A40FB287EE772414A40E8EE84A80CA52A40000B4F9E68414A403D2D9A2908A52A4005018D2D5F414A40FD71B15879A42A40E41D96BCF0404A40B93E07F1DCA22A40B3976DA7AD404A4019D69EA39FA22A404D1F7013A4404A40,24,839,25,113,20,73
10627,0106000020E61000000100000001030000000100000013000000B0027CB779972A405930F14751404A408DC6EB0B32972A40BC7FE2B66C404A40D8947549E6962A404704E3E0D2404A402E51627C3D982A40897EC8B667414A40BF1880FC5B982A402404503173414A400C5BB39597982A40883C934781414A4001BD70E7C2982A4075AB8CEB84414A40333D17FCEC9A2A403B97981D98414A409A5A5B1DA59B2A40BD416AC999414A406F7143424A9E2A40ADCE7BAD95414A405744A8AD6C9E2A40CDDF298991414A407AC8EFC8B39E2A40E813799274414A404641F0F8F69E2A4039CBD1883E414A4086387B0CFB9E2A4026378AAC35414A401421753BFB9E2A4011D951E630414A403DB08806CE9E2A40CA9B0D43F5404A4027E37382919E2A40D773886EAC404A408F1DAF9BAD972A40EE8D6B8D52404A40B0027CB779972A405930F14751404A40,25,891,27,166,20,120
10629,0106000020E61000000100000001030000000100000015000000276728EE789B2A4007C02E79F23F4A40401B1428BD9A2A4015CB8866F93F4A401DB00683C6972A4024F48EAE2D404A404521133AF9962A40B015D9733E404A40B0027CB779972A405930F14751404A404C84B2953C9B2A403C6645798B404A40AB9102B0A69B2A408619BF9591404A40DE0B827D2A9D2A402E5CB11AA6404A4097DB6223B59D2A4001F33570AC404A409D876E51C1A02A40FD023054B4404A40B7B585E7A5A22A4030FBD060AE404A40B93E07F1DCA22A40B3976DA7AD404A40494FECFC36A32A40A1C7DE41A2404A40991FC9F66BA42A40C11C3D7E6F404A403374475A85A42A40FAEBBA5C69404A40D8FA7D5AA0A42A4042C9891B5C404A40AC527AA697A42A402479533651404A40832A7F08BBA22A40E3384B242C404A40644D767D30A22A40B7E0FBD126404A40B93D9C1B2E9D2A40E22E0CA2FF3F4A40276728EE789B2A4007C02E79F23F4A40,21,583,21,89,15,50
10707,0106000020E6100000010000000103000000010000001500000098EF2AB528A12A40765666A5A43E4A40620C512A86A02A40C5C0DFD4AC3E4A4025462AE7E69E2A40672F3608CE3E4A407976F9D6879D2A409D121093703F4A40DB0C816D0E9D2A40AEE06D94AB3F4A40DA740470B39C2A4005BC71F7DE3F4A4084EE377FB89C2A40E9E5C127E73F4A402F08F6A9749D2A403C58B55A16404A40374EAF39AC9D2A40876D8B321B404A409C91F76008A32A40862C1C5256404A40DEC66647AAA32A407517CD6F3D404A404DEB803518A42A40DF9277691E404A40E460DB4713A42A40C7A0134207404A40BFA0E0BDFEA32A403AA05B9EBD3F4A40C0A3D7B0F0A32A4054EB5800AE3F4A40BB55212FB5A32A4050F40A557B3F4A40C474C69C0CA32A40273FF383043F4A409EC7725CD7A12A407E3100F9B73E4A40433BA759A0A12A40E7FAE362B13E4A408A8CB38E4FA12A40F7281202A83E4A4098EF2AB528A12A40765666A5A43E4A40,25,830,22,111,24.5,88
10709,0106000020E61000000100000001030000000100000010000000BC0BEFCDCA992A4051007B3B783E4A40589BB5CA02982A40863AAC70CB3E4A40DB68A5B50E972A4086387B0CFB3E4A409D9FE238F0962A40B8616FBD013F4A40E188A4CCBC972A40DD730580CF3F4A40A096D52AB09A2A40DB5CEB41F73F4A4059ABD106BB9C2A40FEF6D0990F404A40729FC14B159D2A400486F6FB0F404A400C23BDA8DD9F2A40FFE7D5A5EB3E4A40CE323097F99F2A402B0021EDDA3E4A4097E5EB32FC9F2A40364BB846BA3E4A403DDE9A2ACE9F2A40FC1065B9B63E4A40710A86CEC69D2A401BAB8372913E4A4069465046A69D2A40D43208628F3E4A40AC00DF6DDE9C2A40A79201A08A3E4A40BC0BEFCDCA992A4051007B3B783E4A40,24,623,27,84,16,62
10711,0106000020E6100000010000000103000000010000000D000000589BB5CA02982A40863AAC70CB3E4A405649641F64912A40B64B1B0E4B3F4A40E217A8D60C8E2A40512D228AC93F4A40072E45A8088E2A40C23EF0E7CA3F4A407534B33B498F2A40B48295F9FD3F4A404782BA922E932A40B58762974D404A408DC6EB0B32972A40BC7FE2B66C404A40C5C0841B3A972A409F52CA106C404A4070D811E2259B2A403583537A01404A40FE6A69C93E9B2A4026169DD1FB3F4A409031772D219B2A40442C071FEF3F4A40D669EE320D982A409DEC0B8DCC3E4A40589BB5CA02982A40863AAC70CB3E4A40,21,519,20.5,60,26,65
10713,0106000020E61000000100000001030000000100000015000000EE72B62517A42A404C3041B2253D4A400809AC7713A32A40E544BB0A293D4A403120200489A22A40898BEDFF2D3D4A404F4D9363FCA12A407A2178D7343D4A400B5EF415A4A12A40956AFA473A3D4A402FF2FCB330A12A409C22765C433D4A4027593D16919F2A40CA81C3B0683D4A40F211E797779F2A40C889C0A26C3D4A401AF620A92A9D2A40D5480158D33D4A40662085A1C4992A4040AF2E5D773E4A409CEC551AE7992A4032CA332F873E4A401EF57C72B99A2A400B7E1B62BC3E4A40C474C69C0CA32A40273FF383043F4A4087B3113E4AA32A406B1217DBFF3E4A400417D0B0BDA32A40DC20A4B8F43E4A40AFEAAC16D8A32A406783A7EBE43E4A4042F79B3F5CA42A404DE60E513B3E4A40A8A624EB70A42A40729648580A3E4A401E30B4DF7FA42A40235399BDC73D4A40A67F492A53A42A40BB3E181D353D4A40EE72B62517A42A404C3041B2253D4A40,22,952,20,214,19.5,66
10715,0106000020E6100000010000000103000000010000000B000000C8CB3F9F6DAA2A4051CA5AF91B3D4A402AA50CC116A42A4032D989DC1D3D4A40F82DDF9FF7A32A40E0FE12A7493E4A40ABFEAD090EA42A40E5B8533A583E4A40EA3E00A94DA42A402B453C235B3E4A40AEC0EB8E20AC2A40906AD8EF893E4A40317C444C89AC2A40A719F78B7E3E4A40E374ED66A1AC2A4085BF153F7C3D4A4096C338C9A0AC2A406B685E69743D4A40C65E398C93AC2A409ECF807A333D4A40C8CB3F9F6DAA2A4051CA5AF91B3D4A40,29,"1413",24,337,21,104
10717,0106000020E61000000100000001030000000100000013000000D156CAD70AA72A4051723DC0493E4A40CC931051F1A42A40C8EA56CF493E4A40ABFEAD090EA42A40E5B8533A583E4A40C90050C58DA32A4003C1D2AF633E4A40246C2EED8AA32A408D92FC2DA63E4A4062D0532E9EA32A4035E5AF35003F4A40FF6F912001A42A40099167F2283F4A406B1ACA3FE9A62A40750C2318623F4A40269419CAE4A72A40A7107E98733F4A404F3860FCD9A82A40498446B0713F4A40C3D9081FA5A92A40F71B92FF6E3F4A400D78F41A16AA2A400DBCFF345A3F4A40CE57248161AC2A40EF82D261CF3E4A40706FC8505FAC2A40EE597CAFC63E4A4007C4358820AC2A40FC82273E883E4A404FDF7C34E6AB2A401FF46C567D3E4A40B2135E8253A72A409EEFA7C64B3E4A40551FFE501FA72A402D54A3FC493E4A40D156CAD70AA72A4051723DC0493E4A40,19,702,18,96,18,93
10719,0106000020E6100000010000000103000000010000000F0000004987E2E9F0A32A40922232ACE23E4A40D3C08F6AD8A32A401B344F09E33E4A409857642AB3A32A406783A7EBE43E4A40EE4E88CAD0A22A40A8250CB9083F4A40DEC66647AAA32A407517CD6F3D404A40D24D0757E5A32A40851D6BEB4C404A40C3ADCCA502A42A40356E7BCC51404A4030B72000DDA82A40DAE15410A8404A40F61CA21BABAA2A402901D64FA4404A40F9D3EBBBC7AA2A40052BF3FBA3404A40DC69C6FDA2AB2A407AE1CE8591404A406C95607138AB2A40EC87D860E13F4A40E6D429EA27AB2A4038FCC973D83F4A40497E69F6E5A92A40E64647286C3F4A404987E2E9F0A32A40922232ACE23E4A40,23,530,20,86,18,54
10777,0106000020E6100000010000000103000000010000001100000027BF45274BAD2A40E2AE5E45463F4A401749BBD1C7AC2A402DF246414B3F4A4097E4805D4DAA2A40CA1F67F5693F4A409072E60DE6A92A4067A329F16F3F4A40B1C6342E77A92A4080FA2A54923F4A40E256410C74A92A40F9591B199A3F4A40B653CE7234AA2A40985DE62ACC3F4A4036DC91FB67AB2A40F5EF9F13E73F4A402D10F39B78B12A405441A08E22404A40D04543C6A3B42A40A0562CD90C404A40B26895F48BB52A40C12B932B06404A405FDED220BBB52A40FC00FFEFE33F4A40045A153CE0B52A40ABE23213B13F4A409E57E13BD6B52A40F5166AA8AC3F4A4028B8585183B52A400BFC975AA53F4A403A36A73748B12A40A5B84F33493F4A4027BF45274BAD2A40E2AE5E45463F4A40,22,832,20,136,16,89
10779,0106000020E61000000100000001030000000100000011000000CBA145B6F3AD2A40D68EE21C753E4A40317C444C89AC2A40A719F78B7E3E4A40AEC0EB8E20AC2A40906AD8EF893E4A4061FBC9181FAA2A4037FDD98F143F4A40435C9434DAA92A401A8057152B3F4A409F0E1AB09AA92A40F032C346593F4A402235ED629AA92A409B841CA55C3F4A40C3D9081FA5A92A40F71B92FF6E3F4A409072E60DE6A92A4067A329F16F3F4A40238DC00E52AA2A409783EA30703F4A4047E350BF0BAB2A409DB6EB4A703F4A40F558E9A4ADB02A40D0189C77523F4A403A36A73748B12A40A5B84F33493F4A400A48FB1F60B12A401D3460353B3F4A4017B6662B2FB12A40F5300FF4AB3E4A408BDAA2714DAE2A400AC446B4783E4A40CBA145B6F3AD2A40D68EE21C753E4A40,30,900,28.5,114,26.5,94
10781,0106000020E61000000100000001030000000100000018000000DADE13909BB22A40CD5B751DAA3E4A4066CBA8E8FEB02A40DFBB7262B43E4A4082210615B0B02A400F8CCDD8E13E4A40A9E4F791B6B02A40A652A2DB013F4A40AFDEF2A2C0B02A40577C9E9A263F4A40CFA513645FB12A407F02DEB87B3F4A408190D1A68FB12A405F6A3AF18B3F4A401395B2B1B7B12A4097DA9C94933F4A408C25F61ACCB42A4023618495AF3F4A40B47169A109B52A40B115342DB13F4A40045A153CE0B52A40ABE23213B13F4A4070992E1FA4B62A40BC581822A73F4A408A05BEA25BB72A40268A90BA9D3F4A406C8B7CA87EB72A402D3993DB9B3F4A40932DDC03BEB82A40DA2E7E64843F4A40EE1A3E33D2B82A40DEA8BAEC7C3F4A404ED0CBCDDCB82A40F8E4BC5A493F4A402BD20EC9DAB82A40180AD80E463F4A40921BEA1CA8B82A40F39EB93DF73E4A4099B624AC32B82A4046353685DF3E4A40D09D60FF75B62A406D8D08C6C13E4A40212235ED62B62A40260F5542C13E4A40614D0A9865B42A40E5EE737CB43E4A40DADE13909BB22A40CD5B751DAA3E4A40,28,"1004",31,142,18,79
10783,0106000020E6100000010000000103000000010000000E0000004882154CA1B82A40F10D85CFD63E4A40784BCD7921B82A40FBD7A83DDB3E4A408EE55DF580B52A40EF09C84DC33F4A40921914724AB52A40555A35BEE53F4A4076EA80DA5EB52A40E126A3CA30404A40E3337E86DCB52A40443CC8A134404A403A6E9D2402B62A40279F1EDB32404A403994467133BD2A4025FB31F7DA3F4A40A9C53B1B4DBD2A40B5C189E8D73F4A4046239F573CBD2A4014B8D0F0C13F4A40CB60318FA1BC2A40A098ABD50D3F4A4065202AE851BC2A405AD2F654F33E4A4092578C5F1DBC2A4025D698C6E53E4A404882154CA1B82A40F10D85CFD63E4A40,12,586,12,88,14,73
10785,0106000020E6100000010000000103000000010000000F000000A3DF089CB6BC2A40F4160FEF393F4A4008686CF992B32A40DB60F25025404A4047B071FDBBB22A40AC5626FC52404A40B40B61904FB32A40B20D81C8C7414A40C80C54C6BFB32A408311A04BDD414A40AEDBFBAFCEC02A404A12DFE412424A406DC9AA0837C12A40598D806500424A4031A64F615BC12A40453EF90505414A40676325E659C12A409FEB562A03414A40DA04734FB2C02A404CFA7B293C404A405340DAFF00BF2A40C08F0F1F7D3F4A40DAB0016C9BBD2A40D8A5FC5A4D3F4A40461F98480EBD2A40F929334A3C3F4A40A021D225D2BC2A40FAD346753A3F4A40A3DF089CB6BC2A40F4160FEF393F4A40,22,937,22,150,24,123
10787,0106000020E61000000100000001030000000100000011000000650BF7802FB32A40A1754309E93F4A401E9727C6E8AF2A402B757FAB2B404A405F23EE563BAB2A40CF488446B0404A40A479B6FDE1A92A400AB54BC054414A40458DF8043FAC2A4054E3A59BC4414A40456051B6EDAC2A4011E8A793C7414A405BCB097F2BB22A40ADC497E4DB414A407FCAE7CBC1B22A4055C7855EDA414A40B40B61904FB32A40B20D81C8C7414A4076EA80DA5EB52A40E126A3CA30404A40B26895F48BB52A40C12B932B06404A40F4B578C25CB42A408BEC399FF03F4A4076001F1730B42A40BCBEC579EE3F4A40D7FC5305FEB32A4093E92BA3EC3F4A4069CE554ED6B32A407604CB6CEB3F4A4028F796CD77B32A4012178046E93F4A40650BF7802FB32A40A1754309E93F4A40,22,444,21,67,16.5,40
10789,0106000020E6100000010000000103000000010000000F000000B7D3D68860AC2A400872F508DA3F4A40C8F37409E2AB2A40904FC8CEDB3F4A401CAA735655A92A4002EF891AF13F4A40ADB9484673A92A40C79860DD1D404A406046674FB8A92A4042E66FE767404A406C19BA23ADAA2A40CDB79965AA404A40B56BE7A0F0AA2A409885764EB3404A40970EE72B92AC2A40E6EB32FCA7404A40F980E5AD5FAD2A4062EAF8799D404A400DA837A3E6AF2A40B1CEE79260404A407BC44373F8AF2A40889D29745E404A402D10F39B78B12A405441A08E22404A40F7AFAC3429B12A403D2D9A2908404A4082210615B0B02A406CF2EF8EE73F4A40B7D3D68860AC2A400872F508DA3F4A40,28,414,20,84,25,32
10823,0106000020E6100000010000000103000000010000000F000000AB2BFA9EECB12A40CEF11B70A73D4A406B8313D1AFB12A40147E0459AA3D4A4022AF624C55B12A401BD423B2B43D4A4005C655C098B02A40159D7642F93D4A40551C6217A0B02A404CC5C6BC8E3E4A409A886D41A5B02A4068CA4E3FA83E4A408D4DE1F725B12A40DAFE3ADCB33E4A40A77686A92DB52A403DBC427AE53E4A4084C1903067B52A4025462AE7E63E4A40F1A77CBE1CB82A40649698C2DE3E4A404882154CA1B82A40F10D85CFD63E4A40298D3D2075B82A40C436F3F5C63E4A406127ABD84EB62A40DA0A50093E3E4A409B5203722EB22A4085F12E72AA3D4A40AB2BFA9EECB12A40CEF11B70A73D4A40,17,445,20,71,17,69
10825,0106000020E6100000010000000103000000010000000F000000D220600894AC2A401BACEE47403D4A40B30A9B012EAC2A40CEFA9463B23D4A408115F1E725AC2A40B28174B1693E4A4092FE03519CAC2A4069A1AEFF843E4A40C762409BC1AC2A40A2EF6E65893E4A40D46D3FCF55AD2A409EFF6849913E4A40F08398F0F0AF2A40C24362CCA73E4A403A387DE2A5B02A404023C78CA63E4A4008C0893265B12A408D5830968E3E4A4006E973FFA2B12A40A75B76887F3E4A40EB692C06B4B12A4082E1010A9A3D4A409BB56F4969B12A40F22895F0843D4A40B96A436A7FB02A40AAE8595A573D4A408442A962CFAF2A401459106F423D4A40D220600894AC2A401BACEE47403D4A40,23,624,18,127,18,47
10827,0106000020E6100000010000000103000000010000000E000000452FA3586EB12A40D3612AA2CB3C4A40CD1E680586B02A40729879BCDA3C4A40F1F3DF83D7AE2A40843012352C3D4A407FBCFCF3D9AE2A401835A9B2393D4A4040B73C7BD3B12A40077EAF7CF13D4A4082FBA65599B62A40B8205B96AF3E4A40AE60C037F2B92A4008066BF7063F4A404605F3FC0EBA2A4003A557B9063F4A400D0FAB894FBB2A4011001C7BF63E4A40D591C8E30EBC2A40E92D7997E63E4A40770D9F1969BA2A40E9C0CD3D7F3E4A4041F2CEA10CB92A409D819197353E4A40B62FA017EEB42A40D5624BEA5F3D4A40452FA3586EB12A40D3612AA2CB3C4A40,20,"1201",18,223,21,103
10829,0106000020E610000001000000010300000001000000120000006FCCFCB49BB62A406C37667EDA3A4A404455A75E12B62A40317E1AF7E63A4A40219628D604B02A4027E5A4E6613C4A40A89A0FBEE6AF2A40387BB141703C4A408824C4A6DFAF2A408D182C8B783C4A400A2BBA9AE1AF2A4044BC1A457B3C4A401C35705177B32A40C4054598473D4A40CB60318FA1BC2A40A098ABD50D3F4A40FEB7921D1BBD2A404EAF39AC153F4A40F4273B472EBD2A40C613E6E2143F4A407A7E07F5E3BD2A4020E6DC37083F4A409916500361BE2A408D9C853DED3E4A405D4997A36CBE2A40E458CD29B73E4A4012FB5F09FFBD2A407016E5886B3C4A408D124FD1ECBD2A40476B56C73B3C4A40FE7C00F7E1BD2A408AF6C2AE373C4A40A249BD022CB92A40EC5C07BDED3A4A406FCCFCB49BB62A406C37667EDA3A4A40,18,963,17,199,16,97
